ref	worktree	date	ahead_v3	behind_v3	ahead_main	behind_main	WEB_f8dca88	APC_60df033	CCPc_66efcd7	AFF_764effd	REV_2ee2baf	BOOK_f8dca88	CCP_e2c37c9	G1_c07e98b	G2_f25f542	G3_7796ac5	M_89e65f7	M_2e3ec8a	M_968472e	MAIN_842379b	subject
origin/fix/platform-owner-revoke-public	-	2026-08-08 10:40	0	385	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(security): add rollback for platform owner revoke hotfix
origin/fix/pre-uat-f1-f2	-	2026-08-21 12:11	1	178	1	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(controller-v2): pre-UAT F-1 and F-2 — parse nothing before the caller is k
origin/fix/privacy-single-source	-	2026-08-04 17:14	1	431	1	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(legal): make /privacy the only Privacy Policy, 308 the old route
origin/fix/profile-avatar-zalo	-	2026-08-28 12:03	2	117	2	55	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fix(profile): assert the image allowlist without a Next internal
origin/fix/profile-feed-keeps-unrenderable	-	2026-08-15 17:52	1	256	1	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(explore): don't strand a post its author can no longer reach
origin/fix/profile-grid-filler	-	2026-07-25 14:12	0	568	0	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(reviews): filler must match the page bg (bg-black), not the tile colour
origin/fix/push-credential-ownership	-	2026-08-30 11:07	2	111	2	49	0	0	0	0	1	0	0	0	0	0	0	0	0	0	docs(notifications): correct a false security claim in the ownership migration
origin/fix/push-identity-reconcile	-	2026-08-30 12:17	5	110	5	48	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Merge remote-tracking branch 'origin/main' into fix/push-identity-reconcile
origin/fix/qr-ssrf-guard	-	2026-09-01 13:30	1	87	1	25	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fix(scam-shield): a QR code could make the server call an internal address
origin/fix/refuse-anonymous-push-subscribe	-	2026-08-31 18:01	2	98	2	36	0	0	0	0	1	0	0	0	0	0	0	0	0	0	chore: merge main (#224) — keep this branch additive
origin/fix/release-closure-class-a	-	2026-08-21 11:28	1	180	1	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(controller-v2): release-blocker audit — a missing i18n key, an invented pe
origin/fix/restore-anonymous-claim-route	-	2026-08-09 14:56	0	374	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(auth): Anonymous Chat V1 backend — quota ACL, claim RPC, profile guard
origin/fix/scam-shield-i18n	-	2026-08-06 09:42	0	426	0	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(scam-shield): SSRF bypass, i18n keys, dead code cleanup
origin/fix/scam-shield-inconclusive	-	2026-08-19 12:46	1	225	1	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(scam-shield): stop calling a link safe when nothing could be checked
origin/fix/spec-guard-lone-connector	-	2026-08-17 15:41	0	234	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(ai): drop a connector left with nothing to introduce
origin/fix/spec-guard-unit-no-space	-	2026-08-17 15:34	0	236	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(ai): "0.98kg" asserts weight just as "0.98 kg" does
origin/fix/streaming-markdown-image-flash	-	2026-08-15 15:29	0	261	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(chat): never stop the typewriter inside a markdown token
origin/fix/supertux-preload-removal	-	2026-08-07 09:56	0	407	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	perf(game): stop preloading SuperTux assets on the hub page
origin/fix/thumbnail-self-healing	-	2026-08-25 12:42	1	137	1	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(media): self-heal thumbnails on transient failure/stall instead of a permane
origin/fix/travel-dynamic-fact-guard	-	2026-08-27 16:24	1	126	1	64	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fix(travel): fail-closed guard for dynamic travel facts (P0 — flight/hotel pri
origin/fix/tts-language-voice	-	2026-07-25 12:47	0	570	0	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(tts): match voice to reply language; never read Vietnamese with an English v
origin/fix/v2-cleanup-profile-sync-explore-audio	-	2026-08-28 12:20	2	116	2	54	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fix(explore): the first tap unlocked the sound and then killed it
origin/fix/v2-fix-phase	-	2026-08-22 10:11	41	170	41	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Merge remote-tracking branch 'origin/main' into fix/v2-fix-phase
origin/fix/vi-response-language	-	2026-08-15 12:35	0	275	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(ai): name Vietnamese in the prompt so Vietnamese turns answer in Vietnamese
origin/fix/vi-tool-path-language	-	2026-08-15 13:00	0	273	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(ai): stop the language override teaching itself in English
origin/fix/vietnamese-detection-ratio	-	2026-07-30 15:28	0	482	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(ai): stop one Vietnamese proper noun from flipping an English reply to Vietn
origin/fix/vietnamese-short-query-language	-	2026-08-15 14:50	0	263	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(ai): detect short Vietnamese search queries as Vietnamese
origin/fix/web-cta-marker-leak	-	2026-08-27 17:38	2	125	2	63	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Merge origin/main (1b0632b) into fix/web-cta-marker-leak
origin/fix/web-owner-profile-held-visibility	-	2026-08-18 15:15	1	229	1	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(reviews): restore owner visibility for under-review posts
origin/fix/web-production-stabilization	-	2026-07-23 12:24	35	601	35	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(email): introduce provider-based email architecture with Brevo SMTP
origin/fix/wif-check-token-reader	-	2026-08-13 09:23	0	330	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(media): give the health check the same token reader as the provider
origin/fix/wif-health-presence-test	-	2026-08-13 09:04	0	332	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(media): stop reporting a present identity as a missing one
origin/fix/youtube-poster-hqdefault	-	2026-08-15 17:36	1	258	1	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(mobile): build YouTube posters the web resolver's way
origin/integration/android-parity	-	2026-07-21 14:35	0	605	0	543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(web): comment replies/reactions + reviews parity + ProfileTab extraction
origin/ios/marker-leak-parity	-	2026-08-27 20:41	9	121	9	59	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Merge updated #183 (now current with origin/main) into the marker-leak branch
origin/ios/shopping-decision-evidence-parity	-	2026-08-27 20:40	6	121	6	59	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Merge updated base (origin/main) into the shopping-parity branch
origin/main	-	2026-09-11 16:58	13	75	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	Merge pull request #251 from huyphamsm-tappy/feat/v3-user-data-foundation
origin/perf/chat-cost-phase-b	-	2026-08-10 13:38	10	357	10	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(chat): C2.1 — the refinement turn was asking instead of answering
origin/perf/chat-model-timing	-	2026-08-25 14:46	1	135	1	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	obs(chat): split the turn into pre-model, TTFT and generation
origin/perf/chat-pre-model-parallel	-	2026-08-25 13:56	1	136	1	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	perf(chat): run the four post-gate reads in parallel
origin/perf/chat-prose-budget	-	2026-08-25 13:48	3	136	3	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	test(chat): destructure SystemPrompt instead of casting it
origin/perf/drop-debug-budget-field	-	2026-08-15 13:40	0	271	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	perf(ai): drop the debug field from the hotel tool payload
origin/perf/phase0-instrumentation	-	2026-08-25 15:32	1	134	1	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	obs(chat): Phase-0 — per-tool, per-step and client-emit timing on the one usag
origin/perf/phase2-photo-instrumentation	-	2026-08-25 16:16	1	132	1	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	obs(photos): time each step of the photo fallback chain
origin/phase1-blob	-	2026-08-13 11:58	0	320	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(media): stop pointing clients at the suspended Blob store
origin/phase1-ios	-	2026-08-13 11:28	0	325	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(ios): speak the shared media protocol instead of Vercel Blob's
origin/phase1-photos	-	2026-08-13 12:10	0	316	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(media): filter Blob URLs out of the photos array too
origin/phase1-shopping-search-quality	-	2026-08-24 13:52	2	146	2	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	test(shopping): kill the 5 surviving mutants
origin/phase2-evidence-normalization	-	2026-08-24 14:15	2	145	2	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	test(consultative): kill M06/M07 with minimal-pair fixtures
origin/phase3-entity-offer-model	-	2026-08-24 14:32	3	144	3	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	test(consultative): kill M02/M04/M07 (entityKey distinctness + url dedup)
origin/phase4-synthesis-decision	-	2026-08-24 14:52	3	143	3	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(consultative): exclude UNKNOWN from the sellers list (it is a string)
origin/phase9-decision-polish	-	2026-08-25 09:45	1	140	1	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(consultative): give the decision card its own image + drop the redundant me
origin/phase9-shopping-marker	-	2026-08-25 09:29	3	141	3	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(consultative): keep the TikTok-fold anchor; fold the marker into finalText's
origin/phase9-ui-synthesis	-	2026-08-24 15:48	2	142	2	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(consultative): localize the shopping decision card + keep guard tests honest
origin/platform/hardening-phase0	-	2026-08-08 11:27	0	386	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	refactor(platform): deduplicate PH-0 ownership after hotfix
origin/polish/landing-branding	-	2026-07-29 14:21	0	498	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	perf(web/landing): optimize branding assets (no visual change)
origin/preview/auth-provider-contract	-	2026-07-25 10:26	1	576	1	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(auth): config-driven provider contract — product.ts as single source
origin/preview/bugfix-video-counters	-	2026-07-04 19:54	0	777	0	715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(video): thumbnail stage can never freeze the upload UI
origin/preview/chat-layout-grouping	-	2026-07-24 14:31	0	579	0	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(chat): position-aware place enrichment — group photos with their place
origin/preview/deals-catalog	-	2026-07-24 10:40	0	588	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(deals): simplify partner catalog to 7 official-landing partners (Bug #14)
origin/preview/deals-promo-polish	-	2026-07-24 12:51	0	583	0	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(deals): promo polish — discount badge, countdown, voucher copy (metadata.
origin/preview/deals-v1	-	2026-07-24 11:35	0	585	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(deals): V1 polish — partner_type free string + reserved metadata JSONB
origin/preview/exchange-rate-precision	-	2026-07-24 13:34	0	581	0	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(currency): Bug #15 exchange-rate precision + missing-currency guard
origin/preview/truncation-fix	-	2026-07-25 09:20	0	576	0	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(chat): prevent finishReason:length truncation — raise cap + let enrichment
origin/probe/cron-capacity	-	2026-08-13 13:58	1	306	1	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chore(probe): add an 8th cron entry to test Vercel Hobby capacity
origin/release/android-games-hidden-clean	-	2026-08-03 09:47	114	625	114	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(release/android): hide Games — parked for Tappy Arcade V2
origin/release/android-vc7	-	2026-08-19 12:55	7	228	7	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chore(android): versionCode 7 — 6 is already published on the Alpha track
origin/release/games-hidden	-	2026-08-02 19:21	1	452	1	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(release): hide Games — parked for Tappy Arcade V2
origin/release/scam-shield	-	2026-08-03 19:02	0	451	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(scam-shield): add URL/QR risk checker with provider-based architecture
origin/release/v2-android-rc	-	2026-08-25 14:08	9	163	9	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(android): gallery scan failed on every image — decode null-guard was on th
origin/release/v2-rc	-	2026-08-19 16:13	24	211	24	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(android/deals): send the app language, so English users stop getting Vietnam
origin/release/vc6	-	2026-08-15 19:02	1	254	1	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chore(android): versionCode 6 for the account-deletion release
origin/release/web-rc-2026-07	-	2026-07-29 11:57	0	513	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(design-system,web): release polish — fixed-dark semantic tokens + copyrigh
origin/safety/explore-moderation-audit	-	2026-08-19 14:56	11	222	11	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(policy): the author is told at posting time, not only in their profile
origin/security/next-14.2.35	-	2026-08-03 19:27	0	450	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	security(deps): upgrade Next.js 14.2.5 -> 14.2.35 (CVE-2025-29927)
origin/share-menu	-	2026-08-13 12:56	0	310	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(share): TappyAI owns the share menu, not the OS
origin/share-preview	-	2026-08-13 12:34	0	314	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(share): give a pasted TappyAI link a real preview
origin/share-ui	-	2026-08-13 13:33	1	309	1	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(share): wire the share sheet into the real Android and iOS review screens
origin/test/c8-runtime-sql	-	2026-08-13 16:43	1	303	1	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	test(controller): C8 — execute the outbox migration against a real PostgreSQL
origin/v2/android-rc-build	-	2026-08-27 16:42	13	163	13	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(android): the CTA block leaked its raw JSON when anything followed it
origin/video-5min	-	2026-08-13 14:56	1	305	1	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(video): raise the clip limit from 60 seconds to 5 minutes
